84042001	US	USA	840	42001	Adams	Pennsylvania	US	39.87140411	-77.21610347	Adams, Pennsylvania, US	103009
84042003	US	USA	840	42003	Allegheny	Pennsylvania	US	40.46809875	-79.98167747	Allegheny, Pennsylvania, US	1216045
84042005	US	USA	840	42005	Armstrong	Pennsylvania	US	40.81665618	-79.46290811	Armstrong, Pennsylvania, US	64735
84042007	US	USA	840	42007	Beaver	Pennsylvania	US	40.6825484	-80.34921611	Beaver, Pennsylvania, US	163929
84042009	US	USA	840	42009	Bedford	Pennsylvania	US	40.00522157	-78.48998442	Bedford, Pennsylvania, US	47888
84042011	US	USA	840	42011	Berks	Pennsylvania	US	40.41570541	-75.92457766	Berks, Pennsylvania, US	421164
84042013	US	USA	840	42013	Blair	Pennsylvania	US	40.47961444	-78.34917412	Blair, Pennsylvania, US	121829
84042015	US	USA	840	42015	Bradford	Pennsylvania	US	41.78869215	-76.51570822	Bradford, Pennsylvania, US	60323
84042017	US	USA	840	42017	Bucks	Pennsylvania	US	40.33682119	-75.10836643	Bucks, Pennsylvania, US	628270
84042019	US	USA	840	42019	Butler	Pennsylvania	US	40.91152759	-79.91351055	Butler, Pennsylvania, US	187853
84042021	US	USA	840	42021	Cambria	Pennsylvania	US	40.49527404	-78.71377428	Cambria, Pennsylvania, US	130192
84042023	US	USA	840	42023	Cameron	Pennsylvania	US	41.43625568	-78.20376845	Cameron, Pennsylvania, US	4447
84042025	US	USA	840	42025	Carbon	Pennsylvania	US	40.91545395	-75.7068525	Carbon, Pennsylvania, US	64182
84042027	US	USA	840	42027	Centre	Pennsylvania	US	40.92058903	-77.82200624	Centre, Pennsylvania, US	162385
84042029	US	USA	840	42029	Chester	Pennsylvania	US	39.97291773	-75.74768357	Chester, Pennsylvania, US	524989
84042031	US	USA	840	42031	Clarion	Pennsylvania	US	41.19265812	-79.42413524	Clarion, Pennsylvania, US	38438
84042033	US	USA	840	42033	Clearfield	Pennsylvania	US	41.00110782	-78.47592663	Clearfield, Pennsylvania, US	79255
84042035	US	USA	840	42035	Clinton	Pennsylvania	US	41.23255967	-77.63785995	Clinton, Pennsylvania, US	38632
84042037	US	USA	840	42037	Columbia	Pennsylvania	US	41.04821986	-76.40565017	Columbia, Pennsylvania, US	64964
84042039	US	USA	840	42039	Crawford	Pennsylvania	US	41.68447709	-80.10760592	Crawford, Pennsylvania, US	84629
84042041	US	USA	840	42041	Cumberland	Pennsylvania	US	40.1625372	-77.26130755	Cumberland, Pennsylvania, US	253370
84042043	US	USA	840	42043	Dauphin	Pennsylvania	US	40.41377078	-76.77993242	Dauphin, Pennsylvania, US	278299
84042045	US	USA	840	42045	Delaware	Pennsylvania	US	39.91680171	-75.40243663	Delaware, Pennsylvania, US	566747
84042047	US	USA	840	42047	Elk	Pennsylvania	US	41.42822061	-78.64524744	Elk, Pennsylvania, US	29910
84042049	US	USA	840	42049	Erie	Pennsylvania	US	41.99253829	-80.03301954	Erie, Pennsylvania, US	269728
84042051	US	USA	840	42051	Fayette	Pennsylvania	US	39.92041012	-79.64291195	Fayette, Pennsylvania, US	129274
84042053	US	USA	840	42053	Forest	Pennsylvania	US	41.51095103	-79.23229292	Forest, Pennsylvania, US	7247
84042055	US	USA	840	42055	Franklin	Pennsylvania	US	39.92956518	-77.72157791	Franklin, Pennsylvania, US	155027
84042057	US	USA	840	42057	Fulton	Pennsylvania	US	39.92913544	-78.11163677	Fulton, Pennsylvania, US	14530
84042059	US	USA	840	42059	Greene	Pennsylvania	US	39.85746531	-80.22357106	Greene, Pennsylvania, US	36233
84042061	US	USA	840	42061	Huntingdon	Pennsylvania	US	40.42162652	-77.97673273	Huntingdon, Pennsylvania, US	45144
84042063	US	USA	840	42063	Indiana	Pennsylvania	US	40.65241041	-79.08963285	Indiana, Pennsylvania, US	84073
84042065	US	USA	840	42065	Jefferson	Pennsylvania	US	41.12913106	-78.9986361	Jefferson, Pennsylvania, US	43425
84042067	US	USA	840	42067	Juniata	Pennsylvania	US	40.53358749	-77.3997513	Juniata, Pennsylvania, US	24763
84042069	US	USA	840	42069	Lackawanna	Pennsylvania	US	41.43564672	-75.60379201	Lackawanna, Pennsylvania, US	209674
84042071	US	USA	840	42071	Lancaster	Pennsylvania	US	40.03904563	-76.24770128	Lancaster, Pennsylvania, US	545724
84042073	US	USA	840	42073	Lawrence	Pennsylvania	US	40.99206278	-80.33393706	Lawrence, Pennsylvania, US	85512
84042075	US	USA	840	42075	Lebanon	Pennsylvania	US	40.36680311	-76.45651841	Lebanon, Pennsylvania, US	141793
84042077	US	USA	840	42077	Lehigh	Pennsylvania	US	40.6154815	-75.59435245	Lehigh, Pennsylvania, US	369318
84042079	US	USA	840	42079	Luzerne	Pennsylvania	US	41.17823008	-75.98447579	Luzerne, Pennsylvania, US	317417
84042081	US	USA	840	42081	Lycoming	Pennsylvania	US	41.34310539	-77.06629984	Lycoming, Pennsylvania, US	113299
84042083	US	USA	840	42083	McKean	Pennsylvania	US	41.80938602	-78.56478358	McKean, Pennsylvania, US	40625
84042085	US	USA	840	42085	Mercer	Pennsylvania	US	41.30248872	-80.25816981	Mercer, Pennsylvania, US	109424
84042087	US	USA	840	42087	Mifflin	Pennsylvania	US	40.61116939	-77.61070738	Mifflin, Pennsylvania, US	46138
84042089	US	USA	840	42089	Monroe	Pennsylvania	US	41.05934058	-75.34031025	Monroe, Pennsylvania, US	170271
84042091	US	USA	840	42091	Montgomery	Pennsylvania	US	40.21053671	-75.36652296	Montgomery, Pennsylvania, US	830915
84042093	US	USA	840	42093	Montour	Pennsylvania	US	41.03023987	-76.66345939	Montour, Pennsylvania, US	18230
84042095	US	USA	840	42095	Northampton	Pennsylvania	US	40.75182733	-75.30471829	Northampton, Pennsylvania, US	305285
84042097	US	USA	840	42097	Northumberland	Pennsylvania	US	40.84785433	-76.70798222	Northumberland, Pennsylvania, US	90843
84042099	US	USA	840	42099	Perry	Pennsylvania	US	40.40206612	-77.26297447	Perry, Pennsylvania, US	46272
84042101	US	USA	840	42101	Philadelphia	Pennsylvania	US	40.00338507	-75.1379271	Philadelphia, Pennsylvania, US	1584064
84042103	US	USA	840	42103	Pike	Pennsylvania	US	41.33155042	-75.03208106	Pike, Pennsylvania, US	55809
84042105	US	USA	840	42105	Potter	Pennsylvania	US	41.74471626	-77.89559864	Potter, Pennsylvania, US	16526
84042107	US	USA	840	42107	Schuylkill	Pennsylvania	US	40.70497338	-76.2150785	Schuylkill, Pennsylvania, US	141359
84042109	US	USA	840	42109	Snyder	Pennsylvania	US	40.77129231	-77.06840691	Snyder, Pennsylvania, US	40372
84042111	US	USA	840	42111	Somerset	Pennsylvania	US	39.97172723	-79.02699593	Somerset, Pennsylvania, US	73447
84042113	US	USA	840	42113	Sullivan	Pennsylvania	US	41.44634738	-76.51246591	Sullivan, Pennsylvania, US	6066
84042115	US	USA	840	42115	Susquehanna	Pennsylvania	US	41.82147784	-75.80071959	Susquehanna, Pennsylvania, US	40328
84042117	US	USA	840	42117	Tioga	Pennsylvania	US	41.77255149	-77.25433032	Tioga, Pennsylvania, US	40591
84042119	US	USA	840	42119	Union	Pennsylvania	US	40.96188846	-77.05996014	Union, Pennsylvania, US	44923
84042121	US	USA	840	42121	Venango	Pennsylvania	US	41.40323442	-79.75845449	Venango, Pennsylvania, US	50668
84042123	US	USA	840	42123	Warren	Pennsylvania	US	41.81304978	-79.26969577	Warren, Pennsylvania, US	39191
84042125	US	USA	840	42125	Washington	Pennsylvania	US	40.19208869	-80.24582867	Washington, Pennsylvania, US	206865
84042127	US	USA	840	42127	Wayne	Pennsylvania	US	41.64938475	-75.29956506	Wayne, Pennsylvania, US	51361
84042129	US	USA	840	42129	Westmoreland	Pennsylvania	US	40.3137798	-79.46615476	Westmoreland, Pennsylvania, US	348899
84042131	US	USA	840	42131	Wyoming	Pennsylvania	US	41.51955538	-76.01074915	Wyoming, Pennsylvania, US	26794
84042133	US	USA	840	42133	York	Pennsylvania	US	39.9210089	-76.73040131	York, Pennsylvania, US	449058
